Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Mckesson corp.,MCK,"",569526.0,108916000.0,0.136,0.1021,141,148700.0,35.335269,addition,0.3600350,Q3 2018,HEALTH CARE,13F,06/30/2021,172.3536,198.43
Airbnb  inc.,ABNB,"",704157.0,107835000.0,0.1346,,142,704157.0,,new,0.3644996,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,153.14,152.76
Tfs financial corp,TFSL,"",5238902.0,106350000.0,0.1328,0.1363,143,-137900.0,-2.564722,reduction,1.8669260,Q3 2007,FINANCE,13F,06/30/2021,13.3,20.04
Liberty global plc class c,LBTYK,"",3906435.0,105630000.0,0.1319,0.1487,144,-772800.0,-16.51552,reduction,1.0517035,Q4 2011,COMMUNICATIONS,13F,06/30/2021,21.73,29.32
Smucker (j.m.) co.,SJM,"",812379.0,105260000.0,0.1314,0.1368,145,-56700.0,-6.524148,reduction,0.7498166,Q2 2019,CONSUMER STAPLES,13F,06/30/2021,108.43,132.68
Zynga  inc.,ZNGA,"",9863800.0,104852000.0,0.1309,0.103,146,1751100.0,21.584676,addition,0.9059641,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,10.2846,8.27
P.t. telekomunikasi indonesia adr,TLK,"",4822578.0,104505000.0,0.1305,0.1443,147,-84636.0,-1.724726,reduction,0.4868231,Q4 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,26.65,23.19
Amc entertainment holdings inc,AMC,"",1812345.0,102724000.0,0.1282,0.0066,148,1296012.0,251.003132,addition,0.3611830,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,43.4408,33.47
Equifax inc.,EFX,"",426695.0,102198000.0,0.1276,0.083,149,58300.0,15.825405,addition,0.3506049,Q2 2020,INDUSTRIALS,13F,06/30/2021,175.7934,260.1
Analog devices inc,ADI,"",589196.0,101436000.0,0.1266,,150,589196.0,,new,0.1597486,Q3 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,172.16,170.08
Grupo televisa s.a. gdr,TV,"",7102319.0,101421000.0,0.1266,0.1002,151,-1992600.0,-21.908936,reduction,1.2745072,Q2 2017,COMMUNICATIONS,13F,06/30/2021,11.32,12.8
Pinterest inc,PINS,"",1278500.0,100938000.0,0.126,0.1226,152,-52300.0,-3.929967,reduction,0.2336122,Q4 2020,COMMUNICATIONS,13F,06/30/2021,65.9,56.06
On semiconductor corp,ON,"",2635296.0,100879000.0,0.1259,0.0697,153,1288500.0,95.671505,addition,0.6171536,Q4 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,37.4419,43.45
Cerner corp.,CERN,"",1283904.0,100350000.0,0.1253,0.1728,154,-648400.0,-33.555797,reduction,0.4260973,Q1 2021,HEALTH CARE,13F,06/30/2021,71.88,79.63
Sturm  ruger & co.  inc.,RGR,"",1112876.0,100137000.0,0.125,0.0933,155,-21972.0,-1.936118,reduction,6.3290566,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,59.23,80.77
Colliers international group inc,CIGI,"",889500.0,99604000.0,0.1243,0.1062,156,20600.0,2.370814,addition,2.0877439,Q1 2007,REAL ESTATE,13F,06/30/2021,44.5584,134.12
Vipshop holdings ltd adr,VIPS,"",4940112.0,99197000.0,0.1238,0.0723,157,2994912.0,153.96422,addition,0.8101055,Q1 2021,COMMUNICATIONS,13F,06/30/2021,23.9309,16.26
Occidental petroleum corp.,OXY,"",3162684.0,98897000.0,0.1235,0.0056,158,2994300.0,1778.256842,addition,N/A,Q4 2020,ENERGY,13F,06/30/2021,30.5268,25.79
Waste connections inc,WCN,"",825794.0,98604000.0,0.1231,0.1344,159,-174700.0,-17.461374,reduction,0.3167789,Q4 2010,INDUSTRIALS,13F,06/30/2021,67.33,126.89
Calix inc,CALX,"",2068418.0,98250000.0,0.1226,0.1035,160,-332800.0,-13.859633,reduction,3.2908547,Q2 2013,INFORMATION TECHNOLOGY,13F,06/30/2021,10.0,45.06
Mercury general corp.,MCY,"",1510300.0,98094000.0,0.1225,0.1282,161,-184905.0,-10.90753,reduction,2.7276115,Q3 2015,FINANCE,13F,06/30/2021,51.67,58.91
Owens & minor  inc (holding co.),OMI,"",2307200.0,97664000.0,0.1219,0.1107,162,-59500.0,-2.514049,reduction,3.0702152,Q1 2019,INDUSTRIALS,13F,06/30/2021,9.84,38.63
Expedia group inc,EXPE,"",595980.0,97568000.0,0.1218,,163,595980.0,,new,0.4213446,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,163.71,148.63
Wayfair inc class a,W,"",303500.0,95818000.0,0.1196,0.0502,164,175200.0,136.554949,addition,0.3909300,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2021,259.7188,311.88
Liberty global plc class a,LBTYA,"",3492014.0,94843000.0,0.1184,0.1093,165,69600.0,2.033652,addition,1.9361653,Q3 2018,COMMUNICATIONS,13F,06/30/2021,23.2691,29.26
Visa inc,V,"",405400.0,94791000.0,0.1183,0.1068,166,0.0,0.0,,0.0239626,Q3 2013,FINANCE,13F,06/30/2021,199.97,232.65
Public storage  inc.,PSA,"",313760.0,94344000.0,0.1178,0.0903,167,19600.0,6.663041,addition,0.1793138,Q2 2016,REAL ESTATE,13F,06/30/2021,211.8214,314.67
Gold fields ltd adr,GFI,"",10447884.0,92986000.0,0.1161,0.1409,168,-1488000.0,-12.466609,reduction,1.1769381,Q1 2011,MATERIALS,13F,06/30/2021,3.95,8.79
Cognizant technology solutions corp,CTSH,"",1339052.0,92743000.0,0.1158,0.0883,169,430100.0,47.31823,addition,0.2538911,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,75.2742,77.63
Pfizer  inc.,PFE,"",2363741.0,92564000.0,0.1156,,170,2363741.0,,new,0.0422271,Q2 2021,HEALTH CARE,13F,06/30/2021,39.16,48.48
Premier inc,PINC,"",2651032.0,92229000.0,0.1151,0.1185,171,-162100.0,-5.762261,reduction,2.1681876,Q1 2015,HEALTH CARE,13F,06/30/2021,38.64,36.07
American electric power company inc,AEP,"",1088300.0,92059000.0,0.1149,0.0973,172,165234.0,17.900562,addition,0.2177687,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,79.6452,89.69
United microelectronics corp. adr,UMC,"",9667950.0,91362000.0,0.1141,0.1602,173,-4464800.0,-31.59187,reduction,0.3890736,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,2.22,10.42
Royal dutch shell plc class a adr,RDS.A,"",2261359.0,91359000.0,0.114,0.056,174,1113300.0,96.972368,addition,0.1102769,Q1 2021,ENERGY,13F,06/30/2021,39.7959,40.45
Southern co.,SO,"",1507331.0,91209000.0,0.1139,0.0386,175,1007931.0,201.828394,addition,0.1422465,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,58.7176,65.53
Coca-cola femsa  s.a.b. de c.v. adr,KOF,"",1712705.0,90653000.0,0.1132,0.1093,176,-189500.0,-9.962123,reduction,3.2610028,Q1 2005,CONSUMER STAPLES,13F,06/30/2021,63.67,58.86
Dowdupont inc. (dow chemical),DD,"",1152178.0,89190000.0,0.1113,0.053,177,600415.0,108.817554,addition,0.2165169,Q1 2021,MATERIALS,13F,06/30/2021,77.3477,77.08
Baker hughes company,BKR,"",3893740.0,89050000.0,0.1112,0.0574,178,1759100.0,82.407338,addition,0.5031689,Q1 2021,ENERGY,13F,06/30/2021,22.1792,21.66
Cms energy corp. (consumers power co.),CMS,"",1501200.0,88691000.0,0.1107,,179,1501200.0,,new,0.5186217,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,59.08,63.46
Ppl corp. (pennsylvania power & light),PPL,"",3146000.0,87994000.0,0.1098,0.0712,180,1162600.0,58.616517,addition,0.4088752,Q1 2021,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,28.5185,29.41
Cheniere energy inc,LNG,"",1006348.0,87291000.0,0.109,0.0193,181,790600.0,366.446039,addition,0.3969230,Q1 2021,ENERGY,13F,06/30/2021,83.5821,87.13
Rent-a-center inc.,RCII,"",1633736.0,86702000.0,0.1082,0.1573,182,-558800.0,-25.486469,reduction,2.4638095,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,23.73,63.63
Brady corp. class a,BRC,"",1543240.0,86483000.0,0.108,0.1106,183,-119800.0,-7.203675,reduction,3.1803345,Q3 2014,INDUSTRIALS,13F,06/30/2021,34.29,54.28
W d-40 co,WDFC,"",335338.0,85944000.0,0.1073,0.137,184,-24387.0,-6.779345,reduction,2.4463357,Q3 2005,CONSUMER STAPLES,13F,06/30/2021,108.27,241.46
Walgreens boots alliance inc.,WBA,"",1630000.0,85754000.0,0.1071,0.0775,185,494800.0,43.587033,addition,0.1885713,Q1 2020,CONSUMER STAPLES,13F,06/30/2021,46.0634,49.29
Norfolk southern corp.,NSC,"",321100.0,85223000.0,0.1064,,186,321100.0,,new,0.1283163,Q2 2021,TRANSPORTS,13F,06/30/2021,265.41,268.92
Fiserv inc.,FISV,"",795727.0,85055000.0,0.1062,,187,795727.0,,new,0.1193407,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,106.89,111.62
Philippine long distance telephone co adr,PHI,"",3235365.0,85025000.0,0.1061,0.1059,188,-19396.0,-0.595927,reduction,N/A,Q3 2004,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,42.32,25.06
Kellogg co.,K,"",1320211.0,84929000.0,0.106,0.1177,189,-174000.0,-11.644942,reduction,0.3877313,Q3 2015,CONSUMER STAPLES,13F,06/30/2021,57.8,65.57
Sonos inc,SONO,"",2392053.0,84272000.0,0.1052,0.1073,190,90483.0,3.93136,addition,1.9198189,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,19.4407,38.14
Parker-hannifin corp.,PH,"",273814.0,84091000.0,0.105,,191,273814.0,,new,0.2121669,Q3 2020,INDUSTRIALS,13F,06/30/2021,307.11,293.0
Valvoline inc,VVV,"",2586651.0,83963000.0,0.1048,0.0951,192,-347000.0,-11.828265,reduction,1.4284770,Q2 2019,MATERIALS,13F,06/30/2021,20.04,30.7
Wns (holdings) ltd adr,WNS,"",1046200.0,83560000.0,0.1043,0.1034,193,-101000.0,-8.804045,reduction,2.1177193,Q1 2012,INFORMATION TECHNOLOGY,13F,06/30/2021,33.81,83.14
Upstart holdings  inc.,UPST,"",668000.0,83433000.0,0.1042,,194,668000.0,,new,0.8686134,Q2 2021,FINANCE,13F,06/30/2021,124.9,203.29
Autodesk  inc.,ADSK,"",283668.0,82803000.0,0.1034,0.0815,195,47200.0,19.960417,addition,0.1289322,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,279.6043,332.78
Grupo aeroportuario del pacifico  s.a.b de c.v. adr,PAC,"",774400.0,82776000.0,0.1033,0.1117,196,-79400.0,-9.299602,reduction,1.7681942,Q2 2010,TRANSPORTS,13F,06/30/2021,83.2,113.83
Murphy usa inc,MUSA,"",620400.0,82743000.0,0.1033,0.1327,197,-117600.0,-15.934959,reduction,2.3042413,Q4 2017,ENERGY,13F,06/30/2021,97.84,152.86
Lockheed martin corp.,LMT,"",218500.0,82669000.0,0.1032,0.2515,198,-328700.0,-60.069444,reduction,0.0786158,Q1 2018,INDUSTRIALS,13F,06/30/2021,359.19,357.98
Endo international plc,ENDP,"",17609971.0,82415000.0,0.1029,0.1621,199,21310.0,0.121158,addition,7.5480364,Q1 2016,HEALTH CARE,13F,06/30/2021,6.2181,3.91
Abbvie inc,ABBV,"",729924.0,82219000.0,0.1026,0.114,200,-117113.0,-13.826196,reduction,N/A,Q1 2013,HEALTH CARE,13F,06/30/2021,85.62,116.48
Tencent music entertainment group,TME,"",5282600.0,81775000.0,0.1021,0.2882,201,-6021700.0,-53.26911,reduction,0.6326450,Q4 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,13.0,9.8
Telus corp. non-voting shares,TU,"",3642200.0,81695000.0,0.102,0.1012,202,-438500.0,-10.745705,reduction,0.2688009,Q2 2005,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,7.67,22.81
Ulta beauty inc,ULTA,"",235600.0,81463000.0,0.1017,0.1033,203,-33000.0,-12.285927,reduction,0.4302603,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,307.47,371.85
Honda motor co ltd. adr (honda giken kogyo kabushiki kaisha) adr,HMC,"",2522498.0,81174000.0,0.1013,0.1374,204,-1135000.0,-31.032143,reduction,0.1392546,Q3 2013,CONSUMER DISCRETIONARY,13F,06/30/2021,26.97,32.54
Take-two interactive software  inc.,TTWO,"",456550.0,80818000.0,0.1009,0.0936,205,30700.0,7.209111,addition,0.3947479,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,141.2768,160.35
Procter & gamble co. (oh) (1905),PG,"",595252.0,80317000.0,0.1003,0.0264,206,438394.0,279.484629,addition,0.0243135,Q1 2020,CONSUMER STAPLES,13F,06/30/2021,132.922,143.64
Omnicom group inc.,OMC,"",1001792.0,80133000.0,0.1,0.0702,207,240892.0,31.658825,addition,0.4657748,Q1 2019,COMMUNICATIONS,13F,06/30/2021,69.2957,75.45
Riot blockchain inc,RIOT,"",2119750.0,79851000.0,0.0997,0.0769,208,959201.0,82.650625,addition,2.5191714,Q1 2021,HEALTH CARE,13F,06/30/2021,46.2109,35.81
Progress software corp.,PRGS,"",1724890.0,79776000.0,0.0996,0.1099,209,-280300.0,-13.978725,reduction,3.9199324,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,36.84,45.44
Alphabet inc. class c,GOOG,"",31685.0,79413000.0,0.0991,0.5072,210,-165400.0,-83.92318,reduction,0.0097920,Q4 2019,COMMUNICATIONS,13F,06/30/2021,1661.23,2768.12
Innoviva inc,INVA,"",5877442.0,78816000.0,0.0984,0.1127,211,-1705200.0,-22.488204,reduction,5.7958359,Q1 2017,HEALTH CARE,13F,06/30/2021,14.75,16.39
Mercadolibre inc,MELI,"",50563.0,78767000.0,0.0983,0.1534,212,-33172.0,-39.615454,reduction,0.1014256,Q1 2019,COMMUNICATIONS,13F,06/30/2021,1231.45,1851.6
Royal dutch shell plc class b adr,RDS.B,"",2012694.0,78153000.0,0.0976,0.0455,213,1019867.0,102.723536,addition,0.1086127,Q1 2021,ENERGY,13F,06/30/2021,37.8434,39.52
Frontdoor inc,FTDR,"",1549618.0,77202000.0,0.0964,0.1118,214,-122775.0,-7.341277,reduction,1.8085036,Q2 2019,INDUSTRIALS,13F,06/30/2021,45.09,43.06
Petroleo brasileiro sa (petrobras) adr,PBR,"",6294100.0,76977000.0,0.0961,0.0902,215,-2251730.0,-26.348874,reduction,0.1691455,Q2 2016,ENERGY,13F,06/30/2021,11.95,11.34
Gentex corp.,GNTX,"",2325250.0,76943000.0,0.0961,0.1172,216,-315331.0,-11.941728,reduction,0.9626873,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2021,25.3,32.27
Best buy co.  inc.,BBY,"",668300.0,76841000.0,0.0959,0.043,217,367500.0,122.174202,addition,0.2668152,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,114.9035,113.78
Lancaster colony corp.,LANC,"",394963.0,76429000.0,0.0954,0.093,218,-31299.0,-7.342667,reduction,1.4338827,Q2 2005,CONSUMER STAPLES,13F,06/30/2021,98.65,191.51
Macys inc,M,"",4018764.0,76196000.0,0.0951,0.0266,219,2698600.0,204.413997,addition,1.2886088,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,16.4273,18.92
Hormel foods corp.,HRL,"",1592183.0,76027000.0,0.0949,0.0673,220,460100.0,40.641896,addition,0.2937201,Q1 2019,CONSUMER STAPLES,13F,06/30/2021,47.5722,46.0
Brookdale senior living inc.,BKD,"",9590020.0,75761000.0,0.0946,0.0798,221,-1014982.0,-9.570786,reduction,5.1791432,Q2 2017,HEALTH CARE,13F,06/30/2021,7.74,6.6
Royal gold inc,RGLD,"",662542.0,75596000.0,0.0944,0.0918,222,-22900.0,-3.34091,reduction,1.0098726,Q2 2019,MATERIALS,13F,06/30/2021,111.85,116.08
Papa johns international inc.,PZZA,"",718068.0,74995000.0,0.0936,0.0775,223,15600.0,2.220742,addition,2.1710530,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,62.922,127.61
Medpace holdings inc,MEDP,"",422288.0,74589000.0,0.0931,0.0948,224,-42100.0,-9.065695,reduction,1.1739302,Q3 2017,HEALTH CARE,13F,06/30/2021,70.53,177.69
Bp plc adr (british petroleum),BP,"",2794769.0,73838000.0,0.0922,0.1203,225,-1175200.0,-29.602246,reduction,0.0828373,Q2 2017,ENERGY,13F,06/30/2021,27.22,25.22
Alcoa corp,AA,"",2001996.0,73754000.0,0.0921,0.1145,226,-830100.0,-29.310447,reduction,1.0721643,Q4 2016,MATERIALS,13F,06/30/2021,28.72,45.25
Biontech se adr,BNTX,"",328614.0,73570000.0,0.0918,,227,328614.0,,new,0.1360602,Q2 2021,HEALTH CARE,13F,06/30/2021,223.88,377.32
Las vegas sands corp,LVS,"",1386700.0,73065000.0,0.0912,0.0522,228,695800.0,100.70922,addition,N/A,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,56.7107,39.96
Banco bradesco s.a. adr,BBD,"",13983009.0,71733000.0,0.0895,0.0179,229,10929948.0,357.99966,addition,0.2870913,Q2 2020,FINANCE,13F,06/30/2021,5.1366,4.47
Petroleo brasileiro sa petrobras class a adr,PBR.A,"",6067300.0,71655000.0,0.0895,0.0339,230,2877580.0,90.214188,addition,0.2166103,Q2 2018,ENERGY,13F,06/30/2021,12.9981,11.17
Interactive brokers group inc,IBKR,"",1085658.0,71360000.0,0.0891,0.0578,231,449458.0,70.647281,addition,1.1954542,Q2 2020,FINANCE,13F,06/30/2021,57.4966,63.21
Under armour inc,UAA,"",3371620.0,71310000.0,0.089,0.0848,232,293891.0,9.548956,addition,1.7875008,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,21.15,25.45
Vanda pharmaceuticals inc,VNDA,"",3310922.0,71218000.0,0.0889,0.0689,233,-375558.0,-10.187442,reduction,5.9587309,Q4 2015,HEALTH CARE,13F,06/30/2021,15.95,16.47
Nielsen n.v.,NLSN,"",2883900.0,71146000.0,0.0888,0.0651,234,803800.0,38.642373,addition,0.8044416,Q4 2020,COMMUNICATIONS,13F,06/30/2021,24.6556,23.01
Repligen corp.,RGEN,"",356216.0,71108000.0,0.0888,0.1117,235,-105796.0,-22.898972,reduction,0.6487924,Q4 2018,HEALTH CARE,13F,06/30/2021,111.17,257.96
Masco corp.,MAS,"",1206300.0,71063000.0,0.0887,0.0645,236,340800.0,39.376083,addition,0.4753220,Q4 2014,INDUSTRIALS,13F,06/30/2021,55.7172,62.6
Trip.com group ltd,TCOM,"",1988839.0,70524000.0,0.088,0.1996,237,-2060312.0,-50.882568,reduction,0.3119961,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,29.4,24.91
Techtarget inc,TTGT,"",908200.0,70376000.0,0.0879,0.085,238,-75300.0,-7.656329,reduction,3.2265837,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,22.28,77.98
Axalta coating systems ltd,AXTA,"",2299800.0,70121000.0,0.0875,0.0748,239,268400.0,13.212563,addition,0.9872624,Q1 2016,MATERIALS,13F,06/30/2021,29.3241,31.89
Duke energy corp.,DUK,"",709350.0,70027000.0,0.0874,0.077,240,68226.0,10.641623,addition,N/A,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,96.7406,106.0
Wheaton precious metals corp,WPM,"",1570550.0,69214000.0,0.0864,0.0906,241,-336297.0,-17.636286,reduction,0.3489731,Q3 2016,MATERIALS,13F,06/30/2021,26.92,44.46
Netapp inc.,NTAP,"",844154.0,69069000.0,0.0862,0.0944,242,-200368.0,-19.182746,reduction,0.3781757,Q4 2013,INFORMATION TECHNOLOGY,13F,06/30/2021,65.99,82.28
Brookfield renewable corporation class a,BEPC,"",1640341.0,68796000.0,0.0859,0.122,243,-455500.0,-21.733519,reduction,0.9525235,Q3 2020,FINANCE,13F,06/30/2021,39.07,41.3
Pinduoduo inc,PDD,"",536100.0,68095000.0,0.085,0.4452,244,-2136973.0,-79.944431,reduction,0.0427755,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,46.87,84.38
Casella waste systems inc,CWST,"",1073401.0,68086000.0,0.085,0.0905,245,-71300.0,-6.228701,reduction,2.1308153,Q1 2012,INDUSTRIALS,13F,06/30/2021,13.52,69.2
Proofpoint inc,PFPT,"",390800.0,67905000.0,0.0848,0.0198,246,264300.0,208.932806,addition,0.6811951,Q4 2016,INFORMATION TECHNOLOGY,13F,06/30/2021,157.8407,174.98
Roblox corp. class a,RBLX,"",754200.0,67863000.0,0.0847,,247,754200.0,,new,0.1460937,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,89.98,83.96
Chemed corporation,CHE,"",142900.0,67806000.0,0.0846,0.1105,248,-50300.0,-26.035197,reduction,0.8959003,Q1 2014,HEALTH CARE,13F,06/30/2021,347.64,457.28
Jpmorgan chase & co. (chemical bank),JPM,"",434186.0,67533000.0,0.0843,,249,434186.0,,new,0.0143432,Q2 2021,FINANCE,13F,06/30/2021,155.54,159.98
Alamos gold inc,AGI,"",8816589.0,67447000.0,0.0842,0.0964,250,-1099827.0,-11.090973,reduction,2.2446672,Q4 2017,MATERIALS,13F,06/30/2021,5.81,7.74
Chipotle mexican grill  inc.,CMG,"",43489.0,67423000.0,0.0842,0.4483,251,-210153.0,-82.85418,reduction,0.1544876,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2021,551.42,1887.81
Schein (henry) inc.,HSIC,"",907712.0,67343000.0,0.0841,0.0355,252,495900.0,120.419026,addition,N/A,Q1 2019,HEALTH CARE,13F,06/30/2021,70.8509,75.68
Sundial growers inc,SNDL,"",70918251.0,67301000.0,0.084,0.0092,253,64366672.0,982.460442,addition,4.2716021,Q1 2020,HEALTH CARE,13F,06/30/2021,0.9657,0.75
Gartner  inc.,IT,"",275409.0,66704000.0,0.0833,0.0626,254,-200.0,-0.072567,reduction,0.3199583,Q1 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,171.0,304.87
Interdigital  inc.,IDCC,"",905567.0,66134000.0,0.0826,0.0901,255,-235500.0,-20.638578,reduction,2.9428224,Q4 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,60.17,73.37
S&p global inc. (mcgraw-hill inc.),SPGI,"",161000.0,66082000.0,0.0825,0.0723,256,-3600.0,-2.18712,reduction,0.0668365,Q4 2019,COMMUNICATIONS,13F,06/30/2021,316.35,441.74
Capitol federal financial inc,CFFN,"",5594237.0,65900000.0,0.0823,0.0956,257,-208500.0,-3.593132,reduction,4.0301457,Q2 2005,FINANCE,13F,06/30/2021,12.16,11.34
Dentsply international inc. (1983),XRAY,"",1032958.0,65345000.0,0.0816,0.0551,258,338700.0,48.785898,addition,0.4731435,Q1 2018,HEALTH CARE,13F,06/30/2021,56.8817,58.69
Inmode ltd,INMD,"",688281.0,65166000.0,0.0813,0.0438,259,201600.0,41.423438,addition,1.8022144,Q1 2020,HEALTH CARE,13F,06/30/2021,58.7878,108.6
Perdoceo education corp. (career education),PRDO,"",5299987.0,65031000.0,0.0812,0.0783,260,37200.0,0.70685,addition,7.5241324,Q3 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,8.9733,11.34
3d systems corp.,DDD,"",1593403.0,63688000.0,0.0795,0.1063,261,-1521147.0,-48.840025,reduction,1.2742152,Q1 2021,INDUSTRIALS,13F,06/30/2021,27.44,30.14
Sba communications corp.,SBAC,"",199349.0,63533000.0,0.0793,0.0143,262,157900.0,380.950083,addition,0.1823126,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,294.0758,353.81
Chevron corp. (standard oil of california),CVX,"",605095.0,63378000.0,0.0791,0.0729,263,46235.0,8.273092,addition,0.0313836,Q4 2017,ENERGY,13F,06/30/2021,87.8014,101.96
Shaw communications inc class b,SJR,"",2183500.0,63147000.0,0.0788,0.0915,264,-620700.0,-22.134655,reduction,0.4583652,Q3 2013,COMMUNICATIONS,13F,06/30/2021,20.52,29.16
International business machines corp,IBM,"",430763.0,63146000.0,0.0788,0.2307,265,-960751.0,-69.043574,reduction,0.0482095,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,131.78,143.18
Cabot oil & gas corp.,COG,"",3605900.0,62959000.0,0.0786,,266,3605900.0,,new,0.9027846,Q2 2021,ENERGY,13F,06/30/2021,17.46,15.82
Liquidity services inc,LQDT,"",2445104.0,62228000.0,0.0777,0.0551,267,60140.0,2.521631,addition,6.9608991,Q3 2014,COMMUNICATIONS,13F,06/30/2021,7.961,23.75
Echostar corp.,SATS,"",2560804.0,62202000.0,0.0776,0.0954,268,-634400.0,-19.854757,reduction,5.9369365,Q1 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,28.13,25.43
Vmware inc,VMW,"",388600.0,62164000.0,0.0776,0.0779,269,-27600.0,-6.631427,reduction,0.3478677,Q2 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,140.24,157.66
Global payments inc.,GPN,"",331449.0,62160000.0,0.0776,,270,331449.0,,new,0.1122735,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,187.54,171.41
Heidrick & struggles international inc,HSII,"",1371402.0,61096000.0,0.0763,0.0617,271,-17000.0,-1.224429,reduction,7.0332874,Q2 2010,INDUSTRIALS,13F,06/30/2021,25.16,41.51
Radware ltd.,RDWR,"",1978248.0,60890000.0,0.076,0.0654,272,-37791.0,-1.874517,reduction,4.2646706,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,20.61,32.8
Spdr bloomberg barclays high yield bond,JNK,"",553200.0,60830000.0,0.0759,0.117,273,-311300.0,-36.009254,reduction,No Data,Q1 2016,FINANCE,13F,06/30/2021,106.87,109.16
Hologic inc.,HOLX,"",911518.0,60816000.0,0.0759,0.0747,274,104500.0,12.948906,addition,0.3557379,Q4 2018,HEALTH CARE,13F,06/30/2021,69.7833,76.92
Intuitive surgical inc,ISRG,"",66110.0,60797000.0,0.0759,0.0356,275,27400.0,70.782743,addition,0.0558301,Q1 2021,HEALTH CARE,13F,06/30/2021,813.8331,1003.04
Baxter international inc.,BAX,"",755200.0,60794000.0,0.0759,0.0344,276,427200.0,130.243902,addition,0.1501834,Q1 2020,HEALTH CARE,13F,06/30/2021,80.6173,74.56
Himax technologies inc adr,HIMX,"",3640141.0,60645000.0,0.0757,0.0591,277,159253.0,4.575068,addition,2.0909636,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,4.6017,13.52
Transunion,TRU,"",551700.0,60582000.0,0.0756,0.0483,278,120100.0,27.826691,addition,0.2883952,Q4 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,94.3125,119.31
Iamgold corp,IAG,"",20196248.0,59579000.0,0.0744,0.0814,279,-1763848.0,-8.03206,reduction,4.2370878,Q2 2011,MATERIALS,13F,06/30/2021,3.81,2.46
Merck & co,MRK,"",758800.0,59012000.0,0.0737,0.0487,280,227009.17,42.68768,addition,0.0299677,Q2 2019,HEALTH CARE,13F,06/30/2021,75.3559,76.72
Bath & body works inc (l brands),BBWI,"",1011412.02,58919000.0,0.0736,0.0893,281,-424294.71,-29.553021,reduction,N/A,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,23.87,60.8
Evertec  inc.,EVTC,"",1349420.0,58902000.0,0.0735,0.0725,282,-217106.0,-13.859074,reduction,1.8699518,Q4 2013,FINANCE,13F,06/30/2021,25.68,46.66
